title,origin,year,decision,criterio,motivo,decision_final,resolucion
Enterprise risk profiling using asset transaction history and condition measurements,Scopus only,2019,EXCLUDE,E1,"El 'riesgo' analizado corresponde a fallas de activos físicos de ingeniería (mantenimiento predictivo), no a perfiles conductuales de inversionistas.",EXCLUDE,
Does company warrant create value for Malaysian right issue?,Scopus only,2019,EXCLUDE,E4,"El 'perfil de riesgo' se refiere al riesgo corporativo de la firma emisora en una emisión de derechos, sin ángulo de comportamiento del inversionista individual.",EXCLUDE,
Impact of behavioral finance on stock investment decisions applied study on a sample of investors at Amman Stock Exchange,Scopus only,2019,INCLUDE,"I1,I2,I3,I4","Examina exceso de confianza, aversión a la pérdida, percepción de riesgo y efecto manada en las decisiones de inversión bursátil de inversionistas individuales.",INCLUDE,
Study of traits of individual investors to determine their investment pattern,Scopus only,2019,INCLUDE,"I1,I2,I3,I4","Estudia rasgos, tolerancia al riesgo y patrones de inversión de inversionistas individuales.",INCLUDE,
The EGARCH effect test of chinese stock market from the perspective of behavioral finance,Scopus only,2019,INCLUDE,"I1,I2,I3,I4","Explica la volatilidad bursátil china recurriendo a sesgos conductuales de inversionistas minoristas (efecto certeza, aversión a la pérdida, efecto manada).",INCLUDE,
Investment portfolio optimization on russian stock market in context of behavioral theory,Scopus only,2019,INCLUDE,"I1,I2,I3,I4",Optimiza portafolios en el mercado ruso incorporando teoría prospectiva conductual y aversión a la pérdida de inversionistas.,INCLUDE,
Factors explaining the market discipline of sharia mutual funds from a behavioural finance perspective: A theoretical approach,Scopus only,2019,INCLUDE,"I1,I2,I3,I4","Propone determinantes conductuales (tolerancia al riesgo financiero, actitud) de la disciplina de mercado en inversionistas de fondos mutuos sharia.",INCLUDE,
Improved Shrinkage Estimators of Covariance Matrices with Toeplitz-Structured Targets in Small Sample Scenarios,Scopus only,2019,EXCLUDE,E6,"Es un artículo de estadística/ingeniería sobre estimadores de matrices de covarianza; la mención a 'riesgo de portafolio' es solo un ejemplo de aplicación, sin constructo conductual.",EXCLUDE,
Large-scale simplified seismic risk mapping of residential buildings through rapid visual screening,Scopus only,2019,EXCLUDE,E1,Mapeo de riesgo sísmico de edificios residenciales; riesgo de infraestructura física sin relación con inversionistas.,EXCLUDE,
A high-performance computational platform to assess liquefaction-induced damage at critical structures and infrastructures,Scopus only,2019,EXCLUDE,E1,Evaluación de riesgo de licuefacción en infraestructuras críticas; riesgo de ingeniería geotécnica sin ángulo conductual de inversionistas.,EXCLUDE,
A Novel Key Influencing Factors Selection Approach of P2P Lending Investment Risk,Scopus only,2019,EXCLUDE,E6,"Selección de factores de riesgo de inversión en préstamos P2P mediante métodos de IA, sin examinar ningún constructo conductual del inversionista.",EXCLUDE,
Influence of investor sentiment and its antecedent on investment decision-making using partial least square technique,WoS only,2020,INCLUDE,"I1,I2,I3,I4","Analiza cómo el efecto manada, medios, recomendaciones y la interacción social influyen en el sentimiento y la decisión de inversión de inversionistas individuales indios.",INCLUDE,
"Retail investor experience, asset learning, and portfolio risk-adjusted returns",WoS only,2020,UNCERTAIN,AMBIGUO,"Relaciona experiencia de trading y concentración de portafolio con rendimientos ajustados por riesgo, pero no aborda claramente un sesgo o rasgo conductual específico de riesgo.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
"Risk factors, uncertainty, and investment decision: evidence from mutual fund flows from India",WoS only,2022,UNCERTAIN,AMBIGUO,"Examina cómo los inversionistas identifican modelos de fijación de precios de activos (CAPM) vía flujos de fondos, sin un constructo conductual de riesgo explícito y claramente definido.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Consumer Investment Behaviour: A Systematic Review Using TCM and ADO Frameworks,WoS only,2025,INCLUDE,"I1,I2,I3,I4","Revisión sistemática sobre sesgos psicológicos, teoría de las perspectivas y toma de riesgo en el comportamiento de inversión de inversionistas minoristas.",INCLUDE,
Regret aversion in Japanese and US stock markets: Analyzing the effects of market conditions,WoS only,2025,INCLUDE,"I1,I2,I3,I4",Examina la aversión al arrepentimiento y el efecto disposición en las decisiones de inversión bursátil de inversionistas.,INCLUDE,
The Effect of Investment Literacy on the Likelihood of Retail Investor Margin Trading and Having a Margin Call,WoS only,2022,INCLUDE,"I1,I2,I3,I4",Estudia el exceso de confianza y la tolerancia al riesgo de inversionistas minoristas en el trading con margen.,INCLUDE,
A model for female South African investors' financial risk tolerance,WoS only,2020,INCLUDE,"I1,I2,I3,I4",Modela la tolerancia al riesgo financiero de inversionistas sudafricanas en función de rasgos de personalidad y demografía.,INCLUDE,
The importance of staying positive: The impact of emotions on attitude to risk,WoS only,2023,INCLUDE,"I1,I2,I3,I4",Analiza el efecto de las emociones sobre la tolerancia y aversión al riesgo financiero en inversionistas minoristas del Reino Unido.,INCLUDE,
Interconnectedness of Emotions With Investment Decision-Making: A Conceptual Framework,WoS only,2026,INCLUDE,"I1,I2,I3,I4",Revisión y marco conceptual sobre cómo las emociones influyen en la apreciación del riesgo y la toma de decisiones de inversión.,INCLUDE,
Can cryptocurrencies improve portfolio diversification? Evidence from the prospect risk perspective,WoS only,2025,INCLUDE,"I1,I2,I3,I4",Mide el 'riesgo prospectivo' (teoría de las perspectivas) de inversionistas en criptoactivos y su relación con sesgos de comportamiento.,INCLUDE,
"Financial awareness, risk aversion and portfolio choice",WoS only,2025,INCLUDE,"I1,I2,I3,I4",Analiza cómo la aversión al riesgo y la conciencia financiera afectan la participación de inversionistas indios en mercados de acciones y derivados.,INCLUDE,
Investor sentiment and the risk-return relation: A two-in-one approach,WoS only,2024,UNCERTAIN,AMBIGUO,Combina sentimiento de inversionistas minoristas e institucionales sin distinguir claramente su efecto individual sobre la relación riesgo-rendimiento (población institucional/individual mixta).,EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
THE CAUSALITY RELATIONSHIP BETWEEN CREDIT DEFAULT SWAPS (CDS) AND PORTFOLIO INVESTMENTS: THE CASE OF TÜRKİYE,WoS only,2024,EXCLUDE,E6,"Analiza causalidad macroeconómica entre primas CDS soberanas y flujos de inversión de cartera a nivel país, sin perfilamiento conductual de inversionistas individuales.",EXCLUDE,
Multi-period portfolio optimization based on credibilistic lower and upper VaR ratios,WoS only,2023,INCLUDE,"I1,I2,I3,I4",Clasifica inversionistas conservadores vs. agresivos según su preferencia de riesgo (VaR) para la selección de portafolio.,INCLUDE,
Paralyzed by shock: the portfolio formation behavior of peer-to-business lending investors,WoS only,2023,INCLUDE,"I1,I2,I3,I4",Identifica el 'sesgo de shock por incumplimiento' como error conductual de inversión en una plataforma de préstamos entre pares.,INCLUDE,
Investor attention and the use of leverage,WoS only,2023,INCLUDE,"I1,I2,I3,I4",Examina cómo la atención del inversionista (constructo conductual) modera el efecto del apalancamiento en el desempeño de portafolios de inversionistas minoristas.,INCLUDE,
BIAS IN SME INVESTMENT DECISIONS: A CROSS-COUNTRY STUDY,WoS only,2024,UNCERTAIN,AMBIGUO,"Estudia sesgos conductuales (exceso de confianza, teoría de las perspectivas, manada) en decisiones de inversión de propietarios de pymes, sin distinguir si son decisiones de inversión en activos financieros o de capital empresarial.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Relative Growth Rate Optimization Under Behavioral Criterion\textbackslash{}ast,WoS only,2023,INCLUDE,"I1,I2,I3,I4",Modelo de selección de portafolio en tiempo continuo para un inversionista conductual con preferencias tipo prospectivas y tolerancia al riesgo.,INCLUDE,
Development and validation of behavioral biases scale: a SEM approach,WoS only,2022,INCLUDE,"I1,I2,I3,I4",Desarrolla y valida una escala de sesgos conductuales para la toma de decisiones de inversionistas individuales en mercados financieros.,INCLUDE,
Humanoid psychological sentiments and enigma of investment,WoS only,2023,INCLUDE,"I1,I2,I3,I4","Analiza factores conductuales (manada, exceso de confianza, anclaje, teoría prospectiva) que influyen en la decisión de inversión de inversionistas individuales pakistaníes.",INCLUDE,
The Analysis Level of Optimism that Influence Investor's Risk Tolerance in Asset Allocation,WoS only,2023,INCLUDE,"I1,I2,I3,I4",Complementa la clasificación de tolerancia al riesgo de inversionistas con su nivel de optimismo para la asignación de activos.,INCLUDE,
Overconfidence and Investment Loss Tolerance: A Large-Scale Survey Analysis of Japanese Investors,WoS only,2025,INCLUDE,"I1,I2,I3,I4",Examina la asociación entre exceso de confianza y tolerancia a la pérdida de inversión en una gran encuesta de inversionistas japoneses.,INCLUDE,
The financial advice puzzle: The role of consumer heterogeneity in the advisor choice,WoS only,2020,INCLUDE,"I1,I2,I3,I4",Relaciona tolerancia al riesgo y autoeficacia con la elección de asesor financiero por parte de consumidores/inversionistas.,INCLUDE,
"Investor sentiment, financing constraints, and corporate risk-taking: Mechanisms and heterogeneity analysis",WoS only,2025,EXCLUDE,E4,"Analiza cómo el sentimiento del inversionista y las restricciones financieras afectan la toma de riesgo corporativa de empresas chinas, un fenómeno a nivel firma, no perfil conductual del inversionista individual.",EXCLUDE,
Stochastic portfolio optimization: A regret-based approach on volatility risk measures: An empirical evidence from The New York stock market,WoS only,2024,INCLUDE,"I1,I2,I3,I4",Incorpora el arrepentimiento (sesgo conductual) en la optimización estocástica de portafolios bursátiles.,INCLUDE,
Practice Briefing: Understanding investor archetypes in real estate,WoS only,2025,UNCERTAIN,AMBIGUO,"Describe arquetipos conductuales y tolerancias al riesgo de inversionistas inmobiliarios (institucionales y privados mixtos), con activo objeto no financiero (bienes raíces) y metodología de opinión de expertos.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Early-Life Famine Experience and Households' Diversity of Financial Asset Portfolio: Evidence From China,WoS only,2025,INCLUDE,"I1,I2,I3,I4",Relaciona la experiencia temprana de hambruna con la aversión al riesgo y la diversificación de portafolios financieros de hogares.,INCLUDE,
Investor Regret and Stock Returns,WoS only,2024,INCLUDE,"I1,I2,I3,I4",Desarrolla una medida de arrepentimiento (sesgo conductual) de inversionistas bursátiles y su relación con los rendimientos.,INCLUDE,
"Investor ambiguity, systemic banking risk and economic activity: The case of too-big-to-fail",WoS only,2020,UNCERTAIN,AMBIGUO,"Usa la ambigüedad conductual de inversionistas en opciones para explicar el riesgo sistémico bancario; el foco principal es el riesgo institucional/sistémico, no el perfil del inversionista.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Does operating risk affect portfolio risk? Evidence from insurers' securities holding,WoS only,2020,EXCLUDE,E4,"Examina cómo el riesgo operativo de aseguradoras (institucionales) afecta su toma de riesgo en inversión de cartera; es gestión de riesgo corporativa, no perfil conductual de inversionista individual.",EXCLUDE,
Impact of investor sentiment on mutual fund risk taking and performance: evidence from China,WoS only,2020,EXCLUDE,E4,"Estudia cómo el sentimiento del inversionista afecta la toma de riesgo de gestores de fondos mutuos, un fenómeno a nivel de la firma/fondo, no del inversionista individual.",EXCLUDE,
RISK PERCEPTION UNDER UNCERTAINTY: A BEHAVIORAL ANALYSIS OF SAFE-HAVEN ASSET RETURN RESPONSES,WoS only,2026,INCLUDE,"I1,I2,I3,I4","Analiza percepción de riesgo, aversión a la pérdida y aversión a la ambigüedad de inversionistas ante activos refugio bajo incertidumbre.",INCLUDE,
A multi-period fuzzy portfolio optimization model with investors' loss aversion,WoS only,2023,INCLUDE,"I1,I2,I3,I4",Modelo de portafolio multiperíodo que incorpora la aversión a la pérdida de los inversionistas (teoría de las perspectivas).,INCLUDE,
The Importance of Risk Preference Parameters in Prospect Theory: Evidence from Mutual Fund Flows,WoS only,2025,INCLUDE,"I1,I2,I3,I4",Examina parámetros de preferencia de riesgo de la teoría de las perspectivas (aversión a la pérdida) en inversionistas minoristas de fondos mutuos.,INCLUDE,
Are women more risk averse in investments? Brazilian evidence,WoS only,2024,INCLUDE,"I1,I2,I3,I4",Analiza si el género explica diferencias en aversión al riesgo en portafolios de inversión de clientes individuales brasileños.,INCLUDE,
Consistency and discrepancy in fine art investment: upward bias in investors' expectation,WoS only,2025,UNCERTAIN,AMBIGUO,"Estudia la percepción y el sesgo de expectativas de inversionistas en arte, un activo no financiero (coleccionable), mezclando dominio financiero y no financiero.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
"Investor response to Morningstar's ratings, category information, and alpha in the Japanese mutual fund market",WoS only,2023,UNCERTAIN,AMBIGUO,"Estudia la respuesta de inversionistas de fondos mutuos a calificaciones (heurística de Morningstar), pero no examina explícitamente un sesgo o rasgo conductual de riesgo definido en los criterios.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
"Investor sentiment, credit rating, and stock returns",WoS only,2022,INCLUDE,"I1,I2,I3,I4",El sentimiento (comportamiento) de inversionistas individuales explica la relación entre calificación crediticia y rendimientos accionarios.,INCLUDE,
Default Risk and Stock Returns: Evidence from Indian Corporate Sector,WoS only,2023,EXCLUDE,E4,"Analiza el riesgo de incumplimiento corporativo (Z-score de Altman) y su relación con rendimientos accionarios, sin ángulo conductual del inversionista.",EXCLUDE,
Investor reactions to key audit matters: Financial and non-financial contexts,WoS only,2023,UNCERTAIN,AMBIGUO,"Examina cómo divulgaciones de auditoría (KAM) afectan la evaluación de riesgo de inversión de los inversionistas, mezclando el dominio de auditoría/contabilidad con la percepción de riesgo conductual.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
How persistent are the effects of experience sampling on investor behavior?,WoS only,2019,INCLUDE,"I1,I2,I3,I4",Experimento sobre cómo la forma de presentar el riesgo (muestreo de experiencia) afecta la toma de riesgo de inversionistas en decisiones de inversión repetidas.,INCLUDE,
Unusual investor behavior under tacit and endogenous market signals,WoS only,2021,INCLUDE,"I1,I2,I3,I4","Modelo teórico donde diferencias en actitudes de riesgo, conocimiento y experiencia de inversionistas heterogéneos generan comportamientos inusuales de inversión.",INCLUDE,
Fuzzy portfolio selection with prospect consistency constraint based on possibility theory,WoS only,2021,INCLUDE,"I1,I2,I3,I4",Combina teoría de las perspectivas y de la posibilidad para modelar preferencias de riesgo de inversionistas en la selección de portafolio.,INCLUDE,
Investor sentiment and insurers' financial stability: do sovereign ratings matter?,WoS only,2020,EXCLUDE,E4,"Analiza cómo el sentimiento de inversionistas se relaciona con la estabilidad financiera de aseguradoras (institucional), sin perfil conductual del inversionista individual.",EXCLUDE,
Does Your Personality Affect the Investment Risk You Take?,WoS only,2022,INCLUDE,"I1,I2,I3,I4",Relaciona rasgos de personalidad (Big Five) con el riesgo de inversión asumido por inversionistas individuales.,INCLUDE,
Risk-adjusted valuation for real option decisions,WoS only,2021,EXCLUDE,E4,"Modelo de valoración de opciones reales para decisiones de inversión corporativa (capital budgeting) usando preferencias de riesgo del decisor, sin foco en el inversionista minorista de activos financieros.",EXCLUDE,
Market-wide overconfidence and stock returns,WoS only,2024,INCLUDE,"I1,I2,I3,I4",Desarrolla una medida de exceso de confianza a nivel de mercado y su relación con la toma de riesgo y los rendimientos bursátiles.,INCLUDE,
Prospect theory and stock returns: Evidence from foreign share markets,WoS only,2021,INCLUDE,"I1,I2,I3,I4",La teoría de las perspectivas explica el comportamiento y la demanda tipo lotería de inversionistas individuales en mercados accionarios.,INCLUDE,
Robust investment strategies with two risky assets,WoS only,2022,INCLUDE,"I1,I2,I3,I4",Modelo de decisión de inversión robusta bajo ambigüedad (tolerancia a la ambigüedad) para inversionistas con dos activos riesgosos.,EXCLUDE,"Validacion por muestreo (2026-08-16): segunda pasada IA independiente (ciega) decidio 'EXCLUDE' (discrepancia con la clasificacion original 'INCLUDE'). Motivo de la segunda pasada: Es un modelo normativo de teoría de portafolio bajo ambigüedad de retornos (utilidad CRRA), no un estudio conductual sobre perfiles de riesgo de inversionistas. Resuelto EXCLUDE aplicando la misma regla de precaucion del autor (ante desacuerdo/duda entre revisores, excluir)."
What are the benefits of attracting gambling investors? Evidence from stock splits in China,WoS only,2022,INCLUDE,"I1,I2,I3,I4",Analiza la preferencia por 'apuesta' (sesgo de comportamiento tipo lotería) de inversionistas atraídos por splits accionarios.,INCLUDE,
Increasing return response to changes in risk,WoS only,2019,INCLUDE,"I1,I2,I3,I4","Examina cómo la respuesta de rendimiento de los inversionistas cambia con el nivel de riesgo, en el marco de la teoría de aversión al riesgo.",INCLUDE,
A new behavioral finance mean variance framework,WoS only,2023,INCLUDE,"I1,I2,I3,I4",Propone un marco de finanzas conductuales con un indicador dinámico de aversión al riesgo para la asignación de portafolio.,INCLUDE,
A study on stock market investors during COVID phase - prospect theory approach,WoS only,2022,INCLUDE,"I1,I2,I3,I4","Investigadores individuales de bolsa durante COVID analizados con teoria de las perspectivas (aversion a la perdida, aversion al riesgo) en activos financieros.",INCLUDE,
"Easy, breezy, risky: Lay investors fail to diversify because correlated assets feel more fluent and less risky",WoS only,2019,INCLUDE,"I1,I2,I3,I4",Estudia como inversionistas legos (baja alfabetizacion financiera) perciben erroneamente el riesgo de portafolios de activos financieros por sesgos de fluidez cognitiva.,INCLUDE,
"The Impact of Emotional Finance, and Market Knowledge and Investor Protection on Investment Performance in Stock and Real Estate Markets",WoS only,2023,INCLUDE,"I1,I2,I3,I4","Examina como las emociones (ansiedad, felicidad, optimismo) de inversionistas individuales en acciones y bienes raices se asocian con el desempeno de inversion.",INCLUDE,
"Sentiment, Loss Firms, and Investor Expectations of Future Earnings{*}",WoS only,2021,UNCERTAIN,AMBIGUO,"Trata sobre sentimiento agregado de mercado y su relacion con la mala valoracion de ganancias futuras a nivel de firma, sin que sea claro si el enfoque es un constructo de riesgo conductual del inversionista individual (I2 discutible).",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
How do the determinants of investment decisions get prioritized? Peeking into the minds of investors,WoS only,2025,INCLUDE,"I1,I2,I3,I4",Investiga como inversionistas individuales de renta variable priorizan factores psicologicos y sesgos conductuales al tomar decisiones de inversion.,INCLUDE,
A COMPREHENSIVE REVIEW OF BEHAVIORAL BIASES IN FINANCIAL DECISION-MAKING: FROM CLASSICAL FINANCE TO BEHAVIORAL FINANCE PERSPECTIVES,WoS only,2024,INCLUDE,"I1,I2,I3,I4","Revision sistematica de sesgos conductuales que afectan a inversionistas individuales y su impacto en decisiones de inversion, aporta evidencia de soporte sin requerir taxonomia propia.",INCLUDE,
The influence of emotional intelligence and behavioural biases on mutual fund churning frequency: Evidence from India,WoS only,2024,INCLUDE,"I1,I2,I3,I4","Analiza el efecto de la inteligencia emocional sobre sesgos conductuales (herding, exceso de confianza, efecto disposicion) en inversionistas de fondos mutuos.",INCLUDE,
Why does stock-market investor sentiment influence corporate investment?,WoS only,2020,EXCLUDE,E4,"El objeto de estudio es la inversion corporativa de firmas influida por el sentimiento del inversionista de mercado, no la decision conductual del inversionista individual.",EXCLUDE,
"NAVIGATING THE STOCK MARKET: MODELING WEALTH EXCHANGE AND NETWORK INTERACTION WITH LOSS AVERSION, DISPOSITION EFFECT AND ANCHORING AND ADJUSTMENT BIAS",WoS only,2024,INCLUDE,"I1,I2,I3,I4","Modela mediante agentes los efectos de aversion a la perdida, efecto disposicion y anclaje sobre decisiones de inversionistas en el mercado bursatil.",INCLUDE,
Influence of Overconfidence and Loss Aversion on Financial Decision-Making of Teachers in Ghana: The moderating role of Financial Literacy,WoS only,2024,EXCLUDE,I1,"El propio estudio declara que examina la decision financiera de una poblacion no inversionista (docentes), no la decision de inversion en activos financieros.",EXCLUDE,
Behavioural Portfolio Selection and Optimisation: Equities versus Cryptocurrencies,WoS only,2020,INCLUDE,"I1,I2,I3,I4",Compara la seleccion conductual de portafolios de inversionistas reales entre acciones y criptoactivos usando teoria acumulativa de las perspectivas.,INCLUDE,
Impact of Psychological Biases and Personality Traits on Investor Trading Behavior,WoS only,2019,INCLUDE,"I1,I2,I3,I4","Examina el efecto de sesgos psicologicos (exceso de confianza, aversion a la perdida, autocontrol) y rasgos de personalidad sobre el comportamiento de trading de inversionistas.",INCLUDE,
Salience theory and mutual fund flows: Empirical evidence from China,WoS only,2023,INCLUDE,"I1,I2,I3,I4","Evidencia que la teoria de la relevancia distorsiona los pesos de decision de los inversionistas individuales al elegir activos riesgosos, afectando flujos de fondos mutuos.",INCLUDE,
Is the disposition effect in bonds as strong as in stocks? Evidence from an emerging market,WoS only,2020,INCLUDE,"I1,I2,I3,I4",Mide el efecto disposicion (sesgo conductual) de inversionistas individuales y family offices en bonos frente a acciones en un mercado emergente.,INCLUDE,
A Fuzzy Rough Feature Selection Framework for Investors Behavior Towards Gold Exchange-Traded Fund,WoS only,2019,UNCERTAIN,AMBIGUO,"El abstract es generico sobre 'comportamiento del inversionista' hacia un ETF de oro sin especificar con claridad un constructo de riesgo conductual concreto, insuficiente para decidir con confianza.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Financial risk tolerance within couples of retail bank clients,WoS only,2026,INCLUDE,"I1,I2,I3,I4","Analiza la tolerancia al riesgo financiero (perfilamiento MiFID) de clientes minoristas de banca en pareja, activo financiero (renta variable) y asesoria.",INCLUDE,
"Impact of investors' demographic, behavior, attitudes and knowledge and skills on their risk tolerance levels in Bangladesh's emerging capital market",WoS only,2025,INCLUDE,"I1,I2,I3,I4",Examina el impacto de factores demograficos y conductuales sobre el nivel de tolerancia al riesgo de inversionistas en el mercado bursatil de Bangladesh.,INCLUDE,
Impact of Personality Traits on Risk Tolerance and Investors' Decision Making,WoS only,2019,INCLUDE,"I1,I2,I3,I4",Estudia como los rasgos de personalidad determinan la tolerancia al riesgo y las decisiones de inversion de inversionistas individuales.,INCLUDE,
The Relationship between Behavioral Tendencies and Stock Market Participation: A Study for Accounting and Finance Academics,WoS only,2023,INCLUDE,"I1,I2,I3,I4","Analiza tendencias conductuales (tolerancia al riesgo, autoconfianza, herding, anclaje) y su relacion con la participacion en el mercado bursatil.",INCLUDE,
Overconfidence and risky investment choices,WoS only,2022,INCLUDE,"I1,I2,I3,I4",Examina como el exceso de confianza afecta la toma de riesgo de inversionistas activos de EE.UU. en decisiones de inversion en activos financieros.,INCLUDE,
Iterative under-sampling for delisting risk prediction of Chinese listed companies based on financial information,WoS only,2025,EXCLUDE,E4,"El objeto de estudio es la prediccion de riesgo de exclusion bursatil (delisting) de empresas mediante modelos de aprendizaje automatico, un riesgo corporativo, no un perfil conductual de inversionistas.",EXCLUDE,
Financial risk propensity and investment decisions: An empirical analysis using behavioural biases,WoS only,2024,INCLUDE,"I1,I2,I3,I4","Analiza como sesgos conductuales (perspectiva, herding, heuristicas) influyen en la propension al riesgo financiero y en las decisiones de inversion de inversionistas.",INCLUDE,
"Household aging, commercial insurance participation, and risky asset allocation",WoS only,2025,INCLUDE,"I1,I2,I3,I4",Examina como el envejecimiento del hogar influye en la asignacion de activos riesgosos a traves de canales de preferencia por el riesgo y alfabetizacion financiera.,INCLUDE,
Impact of financial communication practices on investors' risk perception and decision-making,WoS only,2024,INCLUDE,"I1,I2,I3,I4",Analiza el efecto de practicas de comunicacion financiera sobre la percepcion de riesgo y la toma de decisiones de inversionistas.,INCLUDE,
IMPACT OF BEHAVIOURAL FINANCE ON RISK AND FINANCIAL DECISIONS OF MOROCCAN INVESTORS,WoS only,2024,INCLUDE,"I1,I2,I3,I4","Explora sesgos conductuales (aversion a la perdida, exceso de confianza) de inversionistas marroquies y su influencia en decisiones financieras de inversion.",INCLUDE,
Moderator effect of income on sharia stock investment decisions on the Stockbit,WoS only,2026,INCLUDE,"I1,I2,I3,I4",Examina como la percepcion de riesgo y la alfabetizacion financiera moderadas por el ingreso afectan las decisiones de inversion bursatil sharia de inversionistas individuales.,INCLUDE,
Informational Tradeoffs From Banking Concentration and Institutional Ownership on Firm Investment: Evidence From Europe,WoS only,2026,EXCLUDE,E4,"Estudia el efecto de la concentracion bancaria y la propiedad institucional sobre las restricciones financieras y la inversion de las firmas, un riesgo puramente corporativo/institucional.",EXCLUDE,
What drives investment choices? A behavioral perspective from Gujarat state,WoS only,2026,INCLUDE,"I1,I2,I3,I4","Examina como factores demograficos y sesgos conductuales influyen en la percepcion de riesgo, expectativas de retorno y decisiones de inversion de inversionistas individuales.",INCLUDE,
When local and foreign investors meet the Chinese government's risk perception about COVID-19,WoS only,2024,UNCERTAIN,AMBIGUO,"El abstract se centra en reacciones extremas de mercado ante cobertura mediatica estatal por COVID-19, sin desarrollar claramente un constructo de percepcion de riesgo conductual individual medido directamente.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
"Role of perceived COVID-19 disruption, personality traits and risk perception in determining the investment behavior of retail investors: a hybrid regression-neural network approach",WoS only,2025,INCLUDE,"I1,I2,I3,I4",Analiza el efecto de rasgos de personalidad y percepcion de riesgo sobre el comportamiento de inversion de inversionistas minoristas en el mercado bursatil indio.,INCLUDE,
"Contagion. FTX, A Sector's Crisis \& Crypto's Silent Victims",WoS only,2024,EXCLUDE,E6,"Es un analisis juridico-regulatorio sobre insolvencia y supervision de plataformas cripto tras el colapso de FTX, sin examinar un constructo de riesgo conductual del inversionista.",EXCLUDE,
Tangibility bias in investment risk judgments,WoS only,2022,INCLUDE,"I1,I2,I3,I4",Estudia el sesgo de tangibilidad en los juicios de riesgo de inversion de inversionistas al evaluar activos tangibles e intangibles.,INCLUDE,
Mediating Role of Optimism Bias and Risk Perception Between Emotional Intelligence and Decision-Making: A Serial Mediation Model,WoS only,2022,INCLUDE,"I1,I2,I3,I4",Examina el rol mediador del sesgo de optimismo y la percepcion de riesgo entre la inteligencia emocional y la toma de decisiones de inversionistas.,INCLUDE,
Anxiety in Returns,WoS only,2025,INCLUDE,"I1,I2,I3,I4",Evidencia empirica sobre como la aversion al riesgo de los inversionistas genera ansiedad ante perdidas realizadas y predice los retornos de acciones.,INCLUDE,
Beware the inexperienced financial advisor with a high trait emotional intelligence: Psychological determinants of the misperception of the risk-return relationship,WoS only,2022,UNCERTAIN,AMBIGUO,"La poblacion estudiada son asesores financieros profesionales, no inversionistas individuales, lo que hace marginal el cumplimiento del criterio de poblacion (I1).",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
